coord_sys_code, west_bound_lon, north_bound_lat, east_bound_lon, south_bound_lat
32013,-107.73,37.0,-104.83,31.78
32014,-109.06,37.0,-106.32,31.33
32015,-75.87,45.02,-73.23,40.88
32016,-77.75,44.41,-75.04,41.99
32017,-79.77,43.64,-77.36,41.99
32018,-74.26,41.3,-71.8,40.47
32019,-84.33,36.59,-75.38,33.83
32020,-104.07,49.01,-96.83,47.15
32021,-104.05,47.83,-96.55,45.93
32022,-84.81,42.33,-80.51,40.1
32023,-84.83,40.36,-80.7,38.4
32024,-103.0,37.01,-94.42,35.27
32025,-100.0,35.57,-94.42,33.62
32026,-124.17,46.26,-116.47,43.95
32027,-124.6,44.56,-116.9,41.98
32028,-80.53,42.53,-74.7,40.6
32029,-80.53,41.18,-74.72,39.71
32030,-71.85,42.02,-71.08,41.13
32031,-83.36,35.21,-78.52,33.46
32033,-82.03,33.95,-78.95,32.05
32034,-104.07,45.95,-96.45,44.14
32035,-104.06,44.79,-96.43,42.48
32036,-90.31,36.68,-81.65,34.98
32037,-103.03,36.5,-99.99,34.3
32038,-103.07,34.58,-94.0,31.72
32039,-106.66,32.27,-93.5,29.78
32040,-105.0,30.67,-93.41,27.78
32041,-100.2,28.21,-95.37,25.83
32042,-114.04,42.01,-109.04,40.55
32043,-114.05,41.08,-109.04,38.49
32044,-114.05,38.58,-109.04,36.99
32045,-73.44,45.03,-71.5,42.72
32046,-80.06,39.46,-76.51,37.77
32047,-83.68,38.28,-75.31,36.54
32048,-124.79,49.05,-117.02,47.08
32049,-124.4,47.96,-116.91,45.54
32050,-81.76,40.64,-77.72,38.76
32051,-82.65,39.17,-79.05,37.2
32052,-92.89,47.31,-88.05,45.37
32053,-92.89,45.8,-86.25,43.98
32054,-91.43,44.33,-86.95,42.48
32055,-106.33,45.01,-104.05,40.99
32056,-108.63,45.01,-106.0,40.99
32057,-111.06,45.01,-107.5,40.99
32058,-111.06,44.67,-109.04,40.99
32061,-91.86,17.83,-88.34,15.85
32062,-92.29,15.86,-88.19,13.69
32064,-102.0,49.01,-95.87,25.83
32065,-96.01,49.38,-89.86,25.61
32066,-90.01,48.32,-83.91,23.95
32067,-84.09,46.13,-77.99,23.81
32074,-97.22,28.43,-95.87,25.97
32075,-96.0,29.73,-89.86,25.61
32076,-90.01,30.25,-83.91,23.95
32077,-84.09,29.94,-81.17,23.82
32081,-54.5,49.71,-52.54,46.56
32082,-57.5,54.71,-54.49,46.81
32083,-59.48,50.54,-57.5,47.5
32084,-63.0,58.92,-60.0,52.0
32085,-66.0,60.52,-63.0,51.58
32086,-67.81,55.34,-66.0,52.05
32098,-79.85,62.62,-57.1,44.99
32099,-94.05,33.03,-88.75,28.85
32100,-116.07,49.01,-104.04,44.35
32104,-104.06,43.01,-95.3,39.99
32107,-117.01,42.0,-114.03,34.99
32108,-118.19,41.0,-114.99,36.0
32109,-120.0,42.0,-116.99,36.95
32110,-72.56,45.31,-70.63,42.69
32111,-75.6,41.36,-73.88,38.87
32112,-105.72,37.0,-102.99,32.0
32113,-107.73,37.0,-104.84,31.78
32114,-109.06,37.0,-106.32,31.33
32115,-75.87,45.02,-73.23,40.88
32116,-77.75,44.41,-75.04,41.99
32117,-79.77,43.64,-77.36,41.99
32118,-74.26,41.3,-71.8,40.47
32119,-84.33,36.59,-75.38,33.83
32120,-104.07,49.01,-96.83,47.15
32121,-104.05,47.83,-96.55,45.93
32122,-84.81,42.33,-80.51,40.1
32123,-84.83,40.36,-80.7,38.4
32124,-103.0,37.01,-94.42,35.27
32125,-100.0,35.57,-94.42,33.62
32126,-124.17,46.26,-116.47,43.95
32127,-124.6,44.56,-116.9,41.98
32128,-80.53,42.53,-74.7,40.6
32129,-80.53,41.18,-74.72,39.71
32130,-71.85,42.02,-71.08,41.13
32133,-83.36,35.21,-78.52,32.05
32134,-104.07,45.95,-96.45,44.14
32135,-104.06,44.79,-96.43,42.48
32136,-90.31,36.68,-81.65,34.98
32137,-103.03,36.5,-99.99,34.3
32138,-103.07,34.58,-94.0,31.72
32139,-106.66,32.27,-93.5,29.78
32140,-105.0,30.67,-93.76,27.78
32141,-100.2,28.21,-96.85,25.83
32142,-114.04,42.01,-109.04,40.55
32143,-114.05,41.08,-109.04,38.49
32144,-114.05,38.58,-109.04,36.99
32145,-73.44,45.03,-71.5,42.72
32146,-80.06,39.46,-76.51,37.77
32147,-83.68,38.28,-75.31,36.54
32148,-124.79,49.05,-117.02,47.08
32149,-124.4,47.61,-116.91,45.54
32150,-81.76,40.64,-77.72,38.76
32151,-82.65,39.17,-79.05,37.2
32152,-92.89,47.31,-88.05,45.37
32153,-92.89,45.8,-86.25,43.98
32154,-91.43,44.33,-86.95,42.48
32155,-106.33,45.01,-104.05,40.99
32156,-108.63,45.01,-106.0,40.99
32157,-111.06,45.01,-107.5,40.99
32158,-111.06,44.67,-109.04,40.99
32161,-68.49,21.86,-63.88,14.92
32164,-102.0,49.01,-95.87,25.83
32165,-96.01,49.38,-89.86,25.61
32166,-90.01,48.32,-83.91,23.95
32167,-84.09,46.13,-77.99,23.81
32180,-57.0,53.76,-54.0,46.6
32181,-54.5,49.71,-52.54,46.56
32182,-57.5,54.71,-54.49,46.81
32183,-60.0,55.38,-57.1,47.5
32184,-63.0,58.92,-60.0,47.16
32185,-66.0,60.52,-63.0,47.95
32186,-69.0,59.0,-66.0,47.31
32187,-72.0,61.8,-69.0,45.01
32188,-75.0,62.53,-72.0,44.98
32189,-78.0,62.65,-75.0,43.63
32190,-81.0,62.45,-78.0,42.26
32191,-83.6,46.0,-81.0,41.67
32192,-82.5,55.21,-79.5,46.0
32193,-85.5,55.59,-82.5,46.0
32194,-88.5,56.7,-85.5,47.17
32195,-91.5,56.9,-88.5,47.97
32196,-94.5,55.2,-91.5,48.06
32197,-95.16,53.24,-94.5,48.69
32198,-79.85,62.62,-57.1,44.99
32199,-94.05,33.03,-88.75,28.85
32201,-180.0,84.0,-174.0,0.0
32202,-174.0,84.0,-168.0,0.0
32203,-168.0,84.0,-162.0,0.0
32204,-162.0,84.0,-156.0,0.0
32205,-156.0,84.0,-150.0,0.0
32206,-150.0,84.0,-144.0,0.0
32207,-144.0,84.0,-138.0,0.0
32208,-138.0,84.0,-132.0,0.0
32209,-132.0,84.0,-126.0,0.0
32210,-126.0,84.0,-120.0,0.0
32211,-120.0,84.0,-114.0,0.0
32212,-114.0,84.0,-108.0,0.0
32213,-108.0,84.0,-102.0,0.0
32214,-102.0,84.0,-96.0,0.0
32215,-96.0,84.0,-90.0,0.0
32216,-90.0,84.0,-84.0,0.0
32217,-84.0,84.0,-78.0,0.0
32218,-78.0,84.0,-72.0,0.0
32219,-72.0,84.0,-66.0,0.0
32220,-66.0,84.0,-60.0,0.0
32221,-60.0,84.0,-54.0,0.0
32222,-54.0,84.0,-48.0,0.0
32223,-48.0,84.0,-42.0,0.0
32224,-42.0,84.0,-36.0,0.0
32225,-36.0,84.0,-30.0,0.0
32226,-30.0,84.0,-24.0,0.0
32227,-24.0,84.0,-18.0,0.0
32228,-18.0,84.0,-12.0,0.0
32229,-12.0,84.0,-6.0,0.0
32230,-6.0,84.0,0.0,0.0
32231,0.0,84.0,6.0,0.0
32232,6.0,84.0,12.0,0.0
32233,12.0,84.0,18.0,0.0
32234,18.0,84.0,24.0,0.0
32235,24.0,84.0,30.0,0.0
32236,30.0,84.0,36.0,0.0
32237,36.0,84.0,42.0,0.0
32238,42.0,84.0,48.0,0.0
32239,48.0,84.0,54.0,0.0
32240,54.0,84.0,60.0,0.0
32241,60.0,84.0,66.0,0.0
32242,66.0,84.0,72.0,0.0
32243,72.0,84.0,78.0,0.0
32244,78.0,84.0,84.0,0.0
32245,84.0,84.0,90.0,0.0
32246,90.0,84.0,96.0,0.0
32247,96.0,84.0,102.0,0.0
32248,102.0,84.0,108.0,0.0
32249,108.0,84.0,114.0,0.0
32250,114.0,84.0,120.0,0.0
32251,120.0,84.0,126.0,0.0
32252,126.0,84.0,132.0,0.0
32253,132.0,84.0,138.0,0.0
32254,138.0,84.0,144.0,0.0
32255,144.0,84.0,150.0,0.0
32256,150.0,84.0,156.0,0.0
32257,156.0,84.0,162.0,0.0
32258,162.0,84.0,168.0,0.0
32259,168.0,84.0,174.0,0.0
32260,174.0,84.0,180.0,0.0
32301,-180.0,0.0,-174.0,-80.0
32302,-174.0,0.0,-168.0,-80.0
32303,-168.0,0.0,-162.0,-80.0
32304,-162.0,0.0,-156.0,-80.0
32305,-156.0,0.0,-150.0,-80.0
32306,-150.0,0.0,-144.0,-80.0
32307,-144.0,0.0,-138.0,-80.0
32308,-138.0,0.0,-132.0,-80.0
32309,-132.0,0.0,-126.0,-80.0
32310,-126.0,0.0,-120.0,-80.0
32311,-120.0,0.0,-114.0,-80.0
32312,-114.0,0.0,-108.0,-80.0
32313,-108.0,0.0,-102.0,-80.0
32314,-102.0,0.0,-96.0,-80.0
32315,-96.0,0.0,-90.0,-80.0
32316,-90.0,0.0,-84.0,-80.0
32317,-84.0,0.0,-78.0,-80.0
32318,-78.0,0.0,-72.0,-80.0
32319,-72.0,0.0,-66.0,-80.0
32320,-66.0,0.0,-60.0,-80.0
32321,-60.0,0.0,-54.0,-80.0
32322,-54.0,0.0,-48.0,-80.0
32323,-48.0,0.0,-42.0,-80.0
32324,-42.0,0.0,-36.0,-80.0
32325,-36.0,0.0,-30.0,-80.0
32326,-30.0,0.0,-24.0,-80.0
32327,-24.0,0.0,-18.0,-80.0
32328,-18.0,0.0,-12.0,-80.0
32329,-12.0,0.0,-6.0,-80.0
32330,-6.0,0.0,0.0,-80.0
32331,0.0,0.0,6.0,-80.0
32332,6.0,0.0,12.0,-80.0
32333,12.0,0.0,18.0,-80.0
32334,18.0,0.0,24.0,-80.0
32335,24.0,0.0,30.0,-80.0
32336,30.0,0.0,36.0,-80.0
32337,36.0,0.0,42.0,-80.0
32338,42.0,0.0,48.0,-80.0
32339,48.0,0.0,54.0,-80.0
32340,54.0,0.0,60.0,-80.0
32341,60.0,0.0,66.0,-80.0
32342,66.0,0.0,72.0,-80.0
32343,72.0,0.0,78.0,-80.0
32344,78.0,0.0,84.0,-80.0
32345,84.0,0.0,90.0,-80.0
32346,90.0,0.0,96.0,-80.0
32347,96.0,0.0,102.0,-80.0
32348,102.0,0.0,108.0,-80.0
32349,108.0,0.0,114.0,-80.0
32350,114.0,0.0,120.0,-80.0
32351,120.0,0.0,126.0,-80.0
32352,126.0,0.0,132.0,-80.0
32353,132.0,0.0,138.0,-80.0
32354,138.0,0.0,144.0,-80.0
32355,144.0,0.0,150.0,-80.0
32356,150.0,0.0,156.0,-80.0
32357,156.0,0.0,162.0,-80.0
32358,162.0,0.0,168.0,-80.0
32359,168.0,0.0,174.0,-80.0
32360,174.0,0.0,180.0,-80.0
32401,-180.0,84.0,-174.0,0.0
32402,-174.0,0.0,-168.0,-80.0
32403,-168.0,84.0,-162.0,0.0
32404,-162.0,84.0,-156.0,0.0
32405,-156.0,84.0,-150.0,0.0
32406,-150.0,84.0,-144.0,0.0
32407,-144.0,84.0,-138.0,0.0
32408,-138.0,84.0,-132.0,0.0
32409,-132.0,84.0,-126.0,0.0
32410,-126.0,84.0,-120.0,0.0
32411,-120.0,84.0,-114.0,0.0
32412,-114.0,84.0,-108.0,0.0
32413,-108.0,84.0,-102.0,0.0
32414,-102.0,84.0,-96.0,0.0
32415,-96.0,84.0,-90.0,0.0
32416,-90.0,84.0,-84.0,0.0
32417,-84.0,84.0,-78.0,0.0
32418,-78.0,84.0,-72.0,0.0
32419,-72.0,84.0,-66.0,0.0
32420,-66.0,84.0,-60.0,0.0
32421,-60.0,84.0,-54.0,0.0
32422,-54.0,84.0,-48.0,0.0
32423,-48.0,84.0,-42.0,0.0
32424,-42.0,84.0,-36.0,0.0
32425,-36.0,84.0,-30.0,0.0
32426,-30.0,84.0,-24.0,0.0
32427,-24.0,84.0,-18.0,0.0
32428,-18.0,84.0,-12.0,0.0
32429,-12.0,84.0,-6.0,0.0
32430,-6.0,84.0,0.0,0.0
32431,0.0,84.0,6.0,0.0
32432,6.0,84.0,12.0,0.0
32433,12.0,84.0,18.0,0.0
32434,18.0,84.0,24.0,0.0
32435,24.0,84.0,30.0,0.0
32436,30.0,84.0,36.0,0.0
32437,36.0,84.0,42.0,0.0
32438,42.0,84.0,48.0,0.0
32439,48.0,84.0,54.0,0.0
32440,54.0,84.0,60.0,0.0
32441,60.0,84.0,66.0,0.0
32442,66.0,84.0,72.0,0.0
32443,72.0,84.0,78.0,0.0
32444,78.0,84.0,84.0,0.0
32445,84.0,84.0,90.0,0.0
32446,90.0,84.0,96.0,0.0
32447,96.0,84.0,102.0,0.0
32448,102.0,84.0,108.0,0.0
32449,108.0,84.0,114.0,0.0
32450,114.0,84.0,120.0,0.0
32451,120.0,84.0,126.0,0.0
32452,126.0,84.0,132.0,0.0
32453,132.0,84.0,138.0,0.0
32454,138.0,84.0,144.0,0.0
32455,144.0,84.0,150.0,0.0
32456,150.0,84.0,156.0,0.0
32457,156.0,84.0,162.0,0.0
32458,162.0,84.0,168.0,0.0
32459,168.0,84.0,174.0,0.0
32460,174.0,84.0,180.0,0.0
32501,-180.0,0.0,-174.0,-80.0
32502,-174.0,0.0,-168.0,-80.0
32503,-168.0,0.0,-162.0,-80.0
32504,-162.0,0.0,-156.0,-80.0
32505,-156.0,0.0,-150.0,-80.0
32506,-150.0,0.0,-144.0,-80.0
32507,-144.0,0.0,-138.0,-80.0
32508,-138.0,0.0,-132.0,-80.0
32509,-132.0,0.0,-126.0,-80.0
32510,-126.0,0.0,-120.0,-80.0
32511,-120.0,0.0,-114.0,-80.0
32512,-114.0,0.0,-108.0,-80.0
32513,-108.0,0.0,-102.0,-80.0
32514,-102.0,0.0,-96.0,-80.0
32515,-96.0,0.0,-90.0,-80.0
32516,-90.0,0.0,-84.0,-80.0
32517,-84.0,0.0,-78.0,-80.0
32518,-78.0,0.0,-72.0,-80.0
32519,-72.0,0.0,-66.0,-80.0
32520,-66.0,0.0,-60.0,-80.0
32521,-60.0,0.0,-54.0,-80.0
32522,-54.0,0.0,-48.0,-80.0
32523,-48.0,0.0,-42.0,-80.0
32524,-42.0,0.0,-36.0,-80.0
32525,-36.0,0.0,-30.0,-80.0
32526,-30.0,0.0,-24.0,-80.0
32527,-24.0,0.0,-18.0,-80.0
32528,-18.0,0.0,-12.0,-80.0
32529,-12.0,0.0,-6.0,-80.0
32530,-6.0,0.0,0.0,-80.0
32531,0.0,0.0,6.0,-80.0
32532,6.0,0.0,12.0,-80.0
32533,12.0,0.0,18.0,-80.0
32534,18.0,0.0,24.0,-80.0
32535,24.0,0.0,30.0,-80.0
32536,30.0,0.0,36.0,-80.0
32537,36.0,0.0,42.0,-80.0
32538,42.0,0.0,48.0,-80.0
32539,48.0,0.0,54.0,-80.0
32540,54.0,0.0,60.0,-80.0
32541,60.0,0.0,66.0,-80.0
32542,66.0,0.0,72.0,-80.0
32543,72.0,0.0,78.0,-80.0
32544,78.0,0.0,84.0,-80.0
32545,84.0,0.0,90.0,-80.0
32546,90.0,0.0,96.0,-80.0
32547,96.0,0.0,102.0,-80.0
32548,102.0,0.0,108.0,-80.0
32549,108.0,0.0,114.0,-80.0
32550,114.0,0.0,120.0,-80.0
32551,120.0,0.0,126.0,-80.0
32552,126.0,0.0,132.0,-80.0
32553,132.0,0.0,138.0,-80.0
32554,138.0,0.0,144.0,-80.0
32555,144.0,0.0,150.0,-80.0
32556,150.0,0.0,156.0,-80.0
32557,156.0,0.0,162.0,-80.0
32558,162.0,0.0,168.0,-80.0
32559,168.0,0.0,174.0,-80.0
32560,174.0,0.0,180.0,-80.0
32600,-180.0,84.0,180.0,0.0
32601,-180.0,84.0,-174.0,0.0
32602,-174.0,84.0,-168.0,0.0
32603,-168.0,84.0,-162.0,0.0
32604,-162.0,84.0,-156.0,0.0
32605,-156.0,84.0,-150.0,0.0
32606,-150.0,84.0,-144.0,0.0
32607,-144.0,84.0,-138.0,0.0
32608,-138.0,84.0,-132.0,0.0
32609,-132.0,84.0,-126.0,0.0
32610,-126.0,84.0,-120.0,0.0
32611,-120.0,84.0,-114.0,0.0
32612,-114.0,84.0,-108.0,0.0
32613,-108.0,84.0,-102.0,0.0
32614,-102.0,84.0,-96.0,0.0
32615,-96.0,84.0,-90.0,0.0
32616,-90.0,84.0,-84.0,0.0
32617,-84.0,84.0,-78.0,0.0
32618,-78.0,84.0,-72.0,0.0
32619,-72.0,84.0,-66.0,0.0
32620,-66.0,84.0,-60.0,0.0
32621,-60.0,84.0,-54.0,0.0
32622,-54.0,84.0,-48.0,0.0
32623,-48.0,84.0,-42.0,0.0
32624,-42.0,84.0,-36.0,0.0
32625,-36.0,84.0,-30.0,0.0
32626,-30.0,84.0,-24.0,0.0
32627,-24.0,84.0,-18.0,0.0
32628,-18.0,84.0,-12.0,0.0
32629,-12.0,84.0,-6.0,0.0
32630,-6.0,84.0,0.0,0.0
32631,0.0,84.0,6.0,0.0
32632,6.0,84.0,12.0,0.0
32633,12.0,84.0,18.0,0.0
32634,18.0,84.0,24.0,0.0
32635,24.0,84.0,30.0,0.0
32636,30.0,84.0,36.0,0.0
32637,36.0,84.0,42.0,0.0
32638,42.0,84.0,48.0,0.0
32639,48.0,84.0,54.0,0.0
32640,54.0,84.0,60.0,0.0
32641,60.0,84.0,66.0,0.0
32642,66.0,84.0,72.0,0.0
32643,72.0,84.0,78.0,0.0
32644,78.0,84.0,84.0,0.0
32645,84.0,84.0,90.0,0.0
32646,90.0,84.0,96.0,0.0
32647,96.0,84.0,102.0,0.0
32648,102.0,84.0,108.0,0.0
32649,108.0,84.0,114.0,0.0
32650,114.0,84.0,120.0,0.0
32651,120.0,84.0,126.0,0.0
32652,126.0,84.0,132.0,0.0
32653,132.0,84.0,138.0,0.0
32654,138.0,84.0,144.0,0.0
32655,144.0,84.0,150.0,0.0
32656,150.0,84.0,156.0,0.0
32657,156.0,84.0,162.0,0.0
32658,162.0,84.0,168.0,0.0
32659,168.0,84.0,174.0,0.0
32660,174.0,84.0,180.0,0.0
32661,-180.0,90.0,180.0,60.0
32662,-180.0,90.0,180.0,-90.0
32663,-180.0,90.0,180.0,-90.0
32664,-97.22,28.43,-95.87,25.97
32665,-96.0,29.73,-89.86,25.61
32666,-90.01,30.25,-83.91,23.95
32667,-84.09,29.94,-81.17,23.82
32700,-180.0,0.0,180.0,-80.0
32701,-180.0,0.0,-174.0,-80.0
32702,-174.0,0.0,-168.0,-80.0
32703,-168.0,0.0,-162.0,-80.0
32704,-162.0,0.0,-156.0,-80.0
32705,-156.0,0.0,-150.0,-80.0
32706,-150.0,0.0,-144.0,-80.0
32707,-144.0,0.0,-138.0,-80.0
32708,-138.0,0.0,-132.0,-80.0
32709,-132.0,0.0,-126.0,-80.0
32710,-126.0,0.0,-120.0,-80.0
32711,-120.0,0.0,-114.0,-80.0
32712,-114.0,0.0,-108.0,-80.0
32713,-108.0,0.0,-102.0,-80.0
32714,-102.0,0.0,-96.0,-80.0
32715,-96.0,0.0,-90.0,-80.0
32716,-90.0,0.0,-84.0,-80.0
32717,-84.0,0.0,-78.0,-80.0
32718,-78.0,0.0,-72.0,-80.0
32719,-72.0,0.0,-66.0,-80.0
32720,-66.0,0.0,-60.0,-80.0
32721,-60.0,0.0,-54.0,-80.0
32722,-54.0,0.0,-48.0,-80.0
32723,-48.0,0.0,-42.0,-80.0
32724,-42.0,0.0,-36.0,-80.0
32725,-36.0,0.0,-30.0,-80.0
32726,-30.0,0.0,-24.0,-80.0
32727,-24.0,0.0,-18.0,-80.0
32728,-18.0,0.0,-12.0,-80.0
32729,-12.0,0.0,-6.0,-80.0
32730,-6.0,0.0,0.0,-80.0
32731,0.0,0.0,6.0,-80.0
32732,6.0,0.0,12.0,-80.0
32733,12.0,0.0,18.0,-80.0
32734,18.0,0.0,24.0,-80.0
32735,24.0,0.0,30.0,-80.0
32736,30.0,0.0,36.0,-80.0
32737,36.0,0.0,42.0,-80.0
32738,42.0,0.0,48.0,-80.0
32739,48.0,0.0,54.0,-80.0
32740,54.0,0.0,60.0,-80.0
32741,60.0,0.0,66.0,-80.0
32742,66.0,0.0,72.0,-80.0
32743,72.0,0.0,78.0,-80.0
32744,78.0,0.0,84.0,-80.0
32745,84.0,0.0,90.0,-80.0
32746,90.0,0.0,96.0,-80.0
32747,96.0,0.0,102.0,-80.0
32748,102.0,0.0,108.0,-80.0
32749,108.0,0.0,114.0,-80.0
32750,114.0,0.0,120.0,-80.0
32751,120.0,0.0,126.0,-80.0
32752,126.0,0.0,132.0,-80.0
32753,132.0,0.0,138.0,-80.0
32754,138.0,0.0,144.0,-80.0
32755,144.0,0.0,150.0,-80.0
32756,150.0,0.0,156.0,-80.0
32757,156.0,0.0,162.0,-80.0
32758,162.0,0.0,168.0,-80.0
32759,168.0,0.0,174.0,-80.0
32760,174.0,0.0,180.0,-80.0
32761,-180.0,-60.0,180.0,-90.0
32766,32.64,-10.09,43.03,-27.71
61206405,18.26,41.75,30.23,33.26
61216405,18.26,41.75,30.23,33.26
61226405,-69.05,48.07,-59.73,43.41
61236405,19.08,70.09,31.59,58.84
61246405,10.03,69.07,24.17,54.96
61266405,19.02,56.45,26.82,53.89
61266413,19.02,56.45,26.82,53.89
61276405,30.21,-10.09,43.03,-27.71
61286405,30.21,-14.01,35.37,-17.76
61296405,31.29,-19.84,35.65,-26.87
61306405,30.21,-10.09,43.03,-27.71
61306413,30.21,-10.09,43.03,-27.71
61316405,102.14,23.33,109.52,8.5
61326405,47.13,33.22,53.61,26.74
61336405,20.37,60.0,28.2,57.52
61346405,51.99,26.74,63.38,14.33
61356405,-160.3,22.29,-154.74,18.87
61366405,-171.97,63.84,-168.59,62.89
61376405,-170.51,57.28,-170.04,57.06
61386405,-169.88,56.67,-169.38,56.49
61396405,-67.97,18.78,-64.25,17.62
61406405,-139.05,60.0,-52.62,41.68
61406413,-139.05,60.0,-52.62,41.68
61416405,34.17,33.28,35.69,29.45
61426405,-8.61,10.74,-2.48,1.02
61436405,-8.61,10.74,-2.48,1.02
61446405,60.86,37.07,97.42,8.02
61456405,60.86,37.07,77.83,21.05
61466405,65.6,35.51,97.42,3.87
61476405,102.14,23.33,112.55,5.67
61486405,13.33,-22.13,42.85,-50.32
61486413,13.33,-22.13,42.85,-50.32
61496405,5.96,47.81,10.49,45.82
61506405,5.96,47.81,10.49,45.82
61516405,5.96,47.81,10.49,45.82
61516413,5.96,47.81,10.49,45.82
61526405,144.58,49.38,-64.51,-14.59
61526413,144.58,49.38,-64.51,-14.59
61536405,52.5,27.61,52.71,27.39
61546405,44.03,39.78,63.34,23.34
61556405,-18.26,12.68,-7.65,7.19
61566405,12.09,51.06,22.56,47.73
61576405,-60.9,11.41,-60.44,11.08
61586405,-62.09,11.51,-60.0,9.83
61596405,9.31,35.23,26.21,19.5
61606405,-71.96,-36.14,-68.01,-41.1
61616405,-69.5,-45.19,-67.1,-46.7
61626405,122.71,40.27,134.28,28.6
61636405,41.08,19.0,57.96,8.95
61636413,41.08,19.0,57.96,8.95
61646405,43.37,19.0,53.14,12.54
61656405,-19.8,12.69,-13.64,8.64
61666405,122.71,40.27,134.28,28.6
61676405,160.6,-25.88,-171.2,-55.95
61676413,160.6,-25.88,-171.2,-55.95
61686405,-3.79,11.16,2.1,1.4
61696405,-173.75,-10.02,-165.2,-17.56
61706405,-82.0,13.0,-34.0,-56.15
61706413,-82.0,13.0,-34.0,-56.15
61716405,-9.86,51.56,10.38,41.15
61716413,-9.86,51.56,10.38,41.15
61736405,-10.56,55.43,-5.34,51.39
61736413,-10.56,55.43,-5.34,51.39
61746405,-13.34,8.55,-13.13,8.32
61756405,-16.57,10.0,-10.26,4.22
61766405,45.0,-60.0,160.0,-90.0
61766413,45.0,-60.0,160.0,-90.0
61786405,9.92,54.74,15.04,50.2
61796405,14.14,55.93,24.15,49.0
61806405,20.37,60.0,28.2,57.52
61806413,20.37,60.0,28.2,57.52
61816405,5.73,50.19,6.53,49.44
61826405,-31.34,39.77,-31.02,39.3
61836405,-28.9,39.14,-26.97,38.32
61846405,-25.92,37.96,-24.62,36.87
61886405,-8.18,55.36,-5.34,53.96
61896405,-73.38,16.75,-58.95,0.64
61896413,-73.38,16.75,-58.95,0.64
61906405,-73.59,-21.78,-52.63,-58.41
61906413,-73.59,-21.78,-52.63,-58.41
61916405,18.46,42.67,21.06,39.63
61926405,8.32,13.09,16.21,1.65
61936405,8.32,13.09,16.21,1.65
61946405,-75.0,87.03,8.12,56.38
61956405,-29.69,74.58,-19.89,68.66
61966405,-38.86,65.91,-36.81,65.52
61976405,12.9,9.87,14.19,8.92
61986405,14.17,12.77,15.09,11.7
61996405,24.7,33.82,37.91,21.89
62006405,18.92,85.2,-168.97,39.87
62016405,21.82,22.24,47.99,3.4
62026405,109.23,-1.3,163.2,-47.2
62036405,109.23,-9.37,153.61,-38.53
62046405,34.51,32.16,55.67,15.61
62056405,40.98,13.5,54.43,-3.61
62066405,0.16,23.53,16.0,11.69
62076405,-9.56,42.16,-6.19,36.95
62086405,-53.38,4.26,-26.0,-35.71
62096405,19.99,-8.19,35.93,-26.88
62106405,29.34,4.63,41.91,-11.75
62116405,105.06,-5.83,115.77,-8.91
62126405,-60.39,16.0,-55.99,10.68
62136405,7.81,16.7,14.9,12.8
62146405,73.62,53.56,134.77,16.7
62156405,2.5,51.51,6.4,49.5
62166405,-68.83,35.73,-60.7,28.91
62186405,-84.77,15.51,-66.87,-4.23
62196405,105.07,-1.44,108.35,-3.3
62206405,8.2,-5.82,24.09,-18.02
62216405,-73.59,-21.78,-52.63,-58.41
62226405,16.45,-17.78,32.95,-34.88
62236405,7.49,38.41,13.67,30.23
62246405,-74.01,7.04,-25.28,-35.71
62256405,-58.16,-2.68,-34.74,-33.78
62276405,35.04,37.3,42.38,32.31
62296405,24.7,33.82,37.91,21.89
62306405,-16.1,84.17,48.61,25.71
62316405,-10.56,71.21,31.59,34.88
62326405,51.99,26.74,63.38,14.33
62336405,69.29,8.1,77.08,-3.47
62366405,114.32,26.96,123.61,17.36
62376405,16.11,48.58,22.9,45.74
62386405,92.01,7.79,141.46,-13.95
62396405,92.2,28.55,105.64,5.63
62406405,95.52,20.46,105.64,5.63
62416405,-80.6,19.36,-74.51,14.08
62426405,-80.6,19.36,-74.51,14.08
62436405,60.86,37.07,101.17,8.02
62446405,77.02,11.45,85.24,2.58
62456405,99.59,6.72,104.6,1.13
62466405,46.54,30.09,49.53,28.53
62476405,-73.38,16.75,-58.95,0.64
62486405,-81.41,12.68,-47.99,-43.5
62496405,-72.4,11.04,-70.78,8.72
62506405,-3.79,11.16,2.1,1.4
62516405,-13.59,8.52,-7.36,1.02
62526405,-0.15,11.14,2.42,2.91
62536405,116.04,22.18,129.95,3.0
62546405,-74.83,-51.99,-65.05,-55.96
62556405,60.5,38.48,74.92,29.4
62566405,43.19,-0.37,59.66,-12.72
62576405,118.71,-1.88,120.78,-6.54
62586405,-16.1,84.17,40.18,32.88
62586413,-16.1,84.17,40.18,32.88
62596405,10.53,-5.05,12.18,-6.04
62616405,-13.86,36.0,-1.01,27.66
62626405,36.44,18.1,43.31,12.36
62636405,2.66,13.9,14.65,1.92
62646405,10.53,-4.38,13.1,-6.04
62656405,5.93,47.1,18.99,34.76
62666405,7.03,2.32,14.52,-6.37
62676405,167.65,83.17,-47.74,7.98
62686405,-90.42,48.32,-82.13,41.69
62696405,167.65,86.46,-47.74,14.92
62706405,50.55,27.05,57.13,22.63
62716405,-60.9,11.41,-60.44,11.08
62726405,160.6,-25.88,-171.2,-55.95
62736405,4.68,71.21,31.22,57.93
62746405,-9.56,42.16,-6.19,36.95
62756405,None,None,None,None
62766405,-180.0,90.0,180.0,-90.0
