coord_sys_code, west_bound_lon, north_bound_lat, east_bound_lon, south_bound_lat
5938,-180.0,90.0,180.0,60.0
5939,-180.0,90.0,180.0,60.0
5940,-180.0,90.0,180.0,60.0
5941,4.68,71.21,31.22,57.93
5942,4.68,71.21,31.22,57.93
5945,4.68,62.49,6.0,58.32
5946,6.0,63.02,7.0,57.93
5947,7.0,63.52,8.0,57.93
5948,8.0,63.87,9.0,58.03
5949,9.0,64.16,10.0,58.52
5950,10.0,65.04,11.0,58.9
5951,11.0,65.76,12.0,58.88
5952,12.0,68.15,13.0,59.88
5953,13.0,68.37,14.0,64.01
5954,14.0,69.05,15.0,64.03
5955,15.0,69.35,16.0,66.14
5956,16.0,69.45,17.0,66.88
5957,17.0,69.68,18.0,67.94
5958,18.0,70.27,19.0,68.04
5959,19.0,70.34,20.0,68.33
5960,20.0,70.29,21.0,68.37
5961,21.0,70.71,22.0,69.03
5962,22.0,70.81,23.0,68.69
5963,23.0,71.08,24.0,68.62
5964,24.0,71.16,25.0,68.58
5965,25.0,71.21,26.0,68.59
5966,26.0,71.17,27.0,69.71
5967,27.0,71.17,28.0,69.9
5968,28.0,71.13,29.0,69.03
5969,29.0,70.93,30.0,69.02
5970,30.0,70.77,31.22,69.46
5971,4.68,62.49,6.0,58.32
5972,6.0,65.76,12.0,57.93
5973,12.0,69.68,18.01,59.88
5974,18.0,71.08,24.01,68.04
5975,24.0,71.21,30.0,68.58
5976,30.0,70.77,31.22,69.46
6050,-60.0,87.84,0.0,82.83
6051,-72.0,84.51,-32.0,79.5
6052,-32.0,84.51,8.01,79.5
6053,-75.0,81.17,-54.0,76.16
6054,-54.0,81.17,-24.0,76.16
6055,-24.0,81.17,1.9,76.16
6056,-76.0,77.84,-51.0,72.83
6057,-51.0,77.84,-26.0,72.83
6058,-26.0,77.84,-2.0,72.83
6059,-71.89,74.51,-51.99,69.48
6060,-52.0,74.51,-32.0,69.5
6061,-32.0,74.51,-12.0,69.5
6062,-65.0,71.17,-47.0,66.16
6063,-47.0,71.17,-29.0,66.16
6064,-29.0,71.17,-11.0,66.16
6065,-59.0,67.84,-42.0,62.83
6066,-42.0,67.84,-25.0,62.83
6067,-59.0,64.51,-44.0,59.5
6068,-44.0,64.51,-29.0,59.5
6069,-4.0,84.51,36.01,79.5
6070,-3.7,81.17,38.45,76.16
6071,-2.0,77.84,22.01,72.83
6072,22.0,77.84,46.01,72.83
6073,4.0,74.51,24.01,69.5
6074,24.0,74.51,44.01,69.5
6075,33.0,84.51,73.01,79.5
6076,73.0,84.51,113.01,79.5
6077,34.71,81.17,67.01,76.16
6078,67.0,81.17,98.01,76.16
6079,98.0,81.17,129.01,76.16
6080,129.0,81.17,160.01,76.16
6081,46.0,77.84,70.01,72.83
6082,70.0,77.84,94.01,72.83
6083,94.0,77.84,118.01,72.83
6084,118.0,77.84,142.01,72.83
6085,142.0,77.84,166.01,72.83
6086,166.0,77.84,-168.99,72.83
6087,44.0,74.51,64.01,69.5
6088,64.0,74.51,85.01,69.5
6089,85.0,74.51,106.01,69.5
6090,106.0,74.51,127.01,69.5
6091,127.0,74.51,148.0,69.5
6092,148.0,74.51,169.01,69.5
6093,169.0,74.51,-169.0,69.5
6094,-173.0,74.51,-153.0,69.5
6095,-157.0,74.51,-137.0,69.5
6096,-174.0,71.17,-156.0,66.16
6097,-156.0,71.17,-138.0,66.16
6098,-120.0,87.84,-60.0,82.83
6099,-135.0,84.51,-95.0,79.5
6100,-95.0,84.51,-55.0,79.5
6101,-144.0,81.17,-114.0,76.16
6102,-114.0,81.17,-84.0,76.16
6103,-84.0,81.17,-64.78,76.16
6104,-141.0,77.84,-116.0,72.83
6105,-116.0,77.84,-91.0,72.83
6106,-91.0,77.84,-67.0,72.83
6107,-141.0,74.51,-121.0,69.5
6108,-121.0,74.51,-101.0,69.5
6109,-101.0,74.51,-81.0,69.5
6110,-81.0,74.51,-61.0,69.5
6111,-141.0,71.17,-122.0,66.16
6112,-122.0,71.17,-103.0,66.16
6113,-103.0,71.17,-84.0,66.16
6114,-84.0,71.17,-65.0,66.16
6115,0.0,87.84,60.01,82.83
6116,60.0,87.84,120.01,82.83
6117,120.0,87.83,180.0,82.83
6118,-180.0,87.84,-120.0,82.83
6119,113.0,84.51,153.01,79.5
6120,146.0,84.51,-173.99,79.5
6121,-174.0,84.51,-134.99,79.5
6122,160.0,81.17,-168.99,76.16
6123,-169.0,81.17,-138.0,76.16
6124,-169.0,77.84,-141.0,72.83
6125,-15.0,74.51,5.01,69.5
6128,-81.46,19.41,-81.04,19.21
6129,-80.14,19.78,-79.69,19.63
6130,-81.46,19.41,-81.04,19.21
6131,-80.14,19.74,-79.93,19.63
6132,-79.92,19.78,-79.69,19.66
6133,-83.6,20.68,-78.72,17.58
6134,-83.6,20.68,-78.72,17.58
6135,-83.6,20.68,-78.72,17.58
6141,-83.6,20.68,-78.72,17.58
6144,4.68,71.21,31.22,57.93
6145,4.68,62.49,6.0,58.32
6146,6.0,63.02,7.0,57.93
6147,7.0,63.52,8.0,57.93
6148,8.0,63.87,9.0,58.03
6149,9.0,64.16,10.0,58.52
6150,10.0,65.04,11.0,58.9
6151,11.0,65.76,12.0,58.88
6152,12.0,68.15,13.0,59.88
6153,13.0,68.37,14.0,64.01
6154,14.0,69.05,15.0,64.03
6155,15.0,69.35,16.0,66.14
6156,16.0,69.45,17.0,66.88
6157,17.0,69.68,18.0,67.94
6158,18.0,70.27,19.0,68.04
6159,19.0,70.34,20.0,68.33
6160,20.0,70.29,21.0,68.37
6161,21.0,70.71,22.0,69.03
6162,22.0,70.81,23.0,68.69
6163,23.0,71.08,24.0,68.62
6164,24.0,71.16,25.0,68.58
6165,25.0,71.21,26.0,68.59
6166,26.0,71.17,27.0,69.71
6167,27.0,71.17,28.0,69.9
6168,28.0,71.13,29.0,69.03
6169,29.0,70.93,30.0,69.02
6170,30.0,70.77,31.22,69.46
6171,4.68,62.49,6.0,58.32
6172,6.0,65.76,12.0,57.93
6173,12.0,69.68,18.01,59.88
6174,18.0,71.08,24.01,68.04
6175,24.0,71.21,30.0,68.58
6176,30.0,70.77,31.22,69.46
6178,-17.31,32.93,-16.4,32.35
6179,-16.44,33.15,-16.23,32.96
6180,-28.37,38.8,-27.71,38.48
6181,-28.9,38.7,-28.54,38.46
6182,-28.61,38.61,-27.98,38.32
6183,-28.13,39.14,-27.88,38.97
6184,-27.44,38.86,-26.97,38.57
6185,-31.34,39.77,-31.02,39.3
6186,-25.26,37.34,-24.72,36.87
6187,-25.92,37.96,-25.08,37.65
6190,2.5,51.51,6.4,49.5
6200,-90.42,48.32,-83.44,45.08
6201,-87.06,45.92,-82.27,43.8
6202,-87.2,44.22,-82.13,41.69
6204,20.45,42.36,23.04,40.85
6207,80.06,30.43,88.21,26.34
6210,-48.0,5.13,-41.99,0.0
6211,-42.0,0.74,-38.22,0.0
6244,-70.78,7.1,-70.71,7.05
6245,-75.73,4.55,-75.65,4.5
6246,-74.87,11.06,-74.75,10.85
6247,-74.27,4.85,-73.98,4.45
6248,-73.19,7.17,-73.06,7.03
6249,-76.61,3.56,-76.42,3.32
6250,-75.57,10.47,-75.42,10.27
6251,-72.56,7.97,-72.46,7.81
6252,-75.63,1.65,-75.59,1.57
6253,-75.27,4.47,-75.11,4.39
6254,-67.94,3.9,-67.88,3.8
6255,-69.98,-4.17,-69.92,-4.23
6256,-75.54,5.11,-75.44,5.02
6257,-75.66,6.37,-75.5,6.12
6258,-70.25,1.29,-70.21,1.23
6259,-76.66,1.18,-76.63,1.12
6260,-75.94,8.81,-75.82,8.7
6261,-75.32,2.99,-75.23,2.87
6262,-77.32,1.26,-77.23,1.16
6263,-75.77,4.87,-75.64,4.78
6264,-76.65,2.49,-76.55,2.41
6265,-67.7,6.3,-67.41,5.98
6266,-76.67,5.72,-76.63,5.66
6267,-72.96,11.58,-72.84,11.42
6268,-81.82,12.65,-81.6,12.43
6269,-72.66,2.61,-72.6,2.54
6270,-74.24,11.3,-74.13,11.16
6271,-74.74,8.83,-74.69,8.79
6272,-73.39,5.61,-73.3,5.5
6273,-73.3,10.51,-73.19,10.39
6274,-73.69,4.21,-73.56,4.07
6275,-72.43,5.37,-72.35,5.3
6307,-67.97,18.57,-64.51,17.62
6309,32.2,35.74,34.65,34.59
6310,32.2,35.74,34.65,34.59
6311,32.2,35.74,34.65,34.59
6312,32.2,35.74,34.65,34.59
6316,20.45,42.36,23.04,40.85
6317,167.65,74.71,-63.88,14.92
6318,167.65,74.71,-63.88,14.92
6319,167.65,74.71,-63.88,14.92
6320,157.47,31.8,-151.27,-17.56
6321,157.47,31.8,-151.27,-17.56
6322,157.47,31.8,-151.27,-17.56
6323,129.48,23.9,149.55,1.64
6324,129.48,23.9,149.55,1.64
6325,129.48,23.9,149.55,1.64
6328,167.65,56.28,174.01,49.01
6329,174.0,56.67,180.0,47.92
6330,-180.0,63.21,-173.99,47.88
6331,-174.0,73.05,-167.99,48.66
6332,-168.0,74.29,-161.99,49.52
6333,-162.0,74.71,-155.99,50.98
6334,-156.0,74.71,-149.99,52.15
6335,-150.0,74.13,-143.99,54.05
6336,-144.0,73.59,-137.99,53.47
6337,-138.0,73.04,-131.99,53.6
6338,-132.0,56.84,-126.0,35.38
6339,-126.0,49.09,-119.99,30.54
6340,-120.0,49.01,-114.0,30.88
6341,-114.0,49.01,-108.0,31.33
6342,-108.0,49.01,-102.0,28.98
6343,-102.0,49.01,-96.0,25.83
6344,-96.01,49.38,-90.0,25.61
6345,-90.0,48.32,-84.0,23.97
6346,-84.0,46.13,-78.0,23.81
6347,-78.0,45.03,-72.0,28.28
6348,-72.0,47.47,-65.99,33.61
6349,-168.26,71.4,-66.91,24.41
6350,-124.79,49.38,-66.91,24.41
6351,-173.0,74.51,-153.0,69.5
6352,-157.0,74.51,-137.0,69.5
6353,-174.0,71.17,-156.0,66.16
6354,-156.0,71.17,-138.0,66.16
6355,-86.79,35.0,-84.89,30.99
6356,-88.48,35.02,-86.3,30.14
6357,-168.26,71.4,-66.91,14.51
6358,-168.26,71.4,-66.91,24.41
6359,-124.79,49.38,-66.91,24.41
6360,-168.26,71.4,-66.91,24.41
6362,-122.19,32.72,-84.64,12.1
6363,-122.19,32.72,-84.64,12.1
6364,-122.19,32.72,-84.64,12.1
6365,-122.19,32.72,-84.64,12.1
6366,-122.19,32.72,-114.0,15.01
6367,-114.0,32.27,-108.0,15.09
6368,-108.0,31.79,-102.0,14.05
6369,-102.0,29.81,-96.0,12.3
6370,-96.0,26.0,-90.0,12.1
6371,-90.0,25.77,-84.64,17.81
6372,-122.19,32.72,-84.64,12.1
6381,22.15,48.98,22.5,48.24
6382,22.5,51.96,25.5,47.71
6383,25.5,51.94,28.5,45.26
6384,28.5,52.12,31.5,43.42
6385,31.5,52.38,34.5,43.18
6386,34.5,51.25,37.5,43.24
6387,37.5,50.39,40.18,46.77
6391,-83.6,20.68,-78.72,17.58
6393,172.42,71.4,-129.99,51.3
6394,-141.0,60.35,-129.99,54.61
6395,-144.01,70.16,-140.98,59.72
6396,-148.0,70.38,-144.0,59.72
6397,-152.01,70.63,-147.99,59.11
6398,-156.0,71.28,-151.86,55.72
6399,-160.0,71.4,-155.99,54.89
6400,-164.01,70.74,-160.0,54.32
6401,-168.26,69.05,-164.0,54.34
6402,-173.16,65.82,-168.0,56.49
6403,172.42,54.34,-164.84,51.3
6404,-113.35,37.01,-110.44,31.33
6405,-113.35,37.01,-110.44,31.33
6406,-111.71,37.01,-109.04,31.33
6407,-111.71,37.01,-109.04,31.33
6408,-114.81,37.0,-112.52,32.05
6409,-114.81,37.0,-112.52,32.05
6410,-94.62,36.5,-89.64,34.67
6411,-94.62,36.5,-89.64,34.67
6412,-94.48,35.1,-90.4,33.01
6413,-94.48,35.1,-90.4,33.01
6414,-124.45,42.01,-114.12,32.53
6415,-124.45,42.01,-119.99,39.59
6416,-124.45,42.01,-119.99,39.59
6417,-124.06,40.16,-119.54,38.02
6418,-124.06,40.16,-119.54,38.02
6419,-123.02,38.71,-117.83,36.73
6420,-123.02,38.71,-117.83,36.73
6421,-122.01,37.58,-115.62,35.78
6422,-122.01,37.58,-115.62,35.78
6423,-121.42,35.81,-114.12,32.76
6424,-121.42,35.81,-114.12,32.76
6425,-118.15,34.08,-114.42,32.53
6426,-118.15,34.08,-114.42,32.53
6427,-109.06,40.09,-102.04,38.14
6428,-109.06,40.09,-102.04,38.14
6429,-109.06,41.01,-102.04,39.56
6430,-109.06,41.01,-102.04,39.56
6431,-109.06,38.68,-102.03,36.98
6432,-109.06,38.68,-102.03,36.98
6433,-73.73,42.05,-71.78,40.98
6434,-73.73,42.05,-71.78,40.98
6435,-75.8,39.85,-74.97,38.44
6436,-75.8,39.85,-74.97,38.44
6437,-82.33,30.83,-79.97,24.41
6438,-82.33,30.83,-79.97,24.41
6439,-87.63,31.01,-79.97,24.41
6440,-87.63,31.01,-82.04,29.21
6441,-87.63,31.01,-82.04,29.21
6442,-83.34,29.6,-81.13,26.27
6443,-83.34,29.6,-81.13,26.27
6444,-83.47,34.68,-80.77,30.36
6445,-83.47,34.68,-80.77,30.36
6446,-85.61,35.01,-82.99,30.62
6447,-85.61,35.01,-82.99,30.62
6448,-115.3,45.7,-112.68,41.99
6449,-115.3,45.7,-112.68,41.99
6450,-113.24,44.75,-111.04,41.99
6451,-113.24,44.75,-111.04,41.99
6452,-117.24,49.01,-114.32,41.99
6453,-117.24,49.01,-114.32,41.99
6454,-89.28,42.5,-87.02,37.06
6455,-89.28,42.5,-87.02,37.06
6456,-91.52,42.51,-88.93,36.98
6457,-91.52,42.51,-88.93,36.98
6458,-86.59,41.77,-84.78,37.95
6459,-86.59,41.77,-84.78,37.95
6460,-88.06,41.77,-86.24,37.77
6461,-88.06,41.77,-86.24,37.77
6462,-96.65,43.51,-90.15,41.85
6463,-96.65,43.51,-90.15,41.85
6464,-96.14,42.04,-90.14,40.37
6465,-96.14,42.04,-90.14,40.37
6466,-102.06,40.01,-94.6,38.51
6467,-102.06,40.01,-94.6,38.51
6468,-102.05,38.87,-94.61,36.98
6469,-102.05,38.87,-94.61,36.98
6470,-85.96,39.15,-82.47,37.71
6471,-85.96,39.15,-82.47,37.71
6472,-89.57,39.15,-81.95,36.49
6473,-89.57,39.15,-81.95,36.49
6474,-89.57,38.17,-81.95,36.49
6475,-89.57,38.17,-81.95,36.49
6476,-94.05,33.03,-90.86,30.85
6477,-94.05,33.03,-90.86,30.85
6478,-93.94,31.07,-88.75,28.85
6479,-93.94,31.07,-88.75,28.85
6480,-70.03,47.47,-68.33,43.75
6481,-68.58,47.37,-66.91,44.18
6482,-71.09,46.58,-69.61,43.07
6483,-70.03,47.47,-66.91,43.88
6484,-70.03,47.47,-66.91,43.88
6485,-71.09,46.58,-69.26,43.04
6486,-71.09,46.58,-69.26,43.04
6487,-79.49,39.73,-74.97,37.97
6488,-79.49,39.73,-74.97,37.97
6489,-70.91,41.51,-69.89,41.19
6490,-70.91,41.51,-69.89,41.19
6491,-73.5,42.89,-69.86,41.46
6492,-73.5,42.89,-69.86,41.46
6493,-87.06,45.92,-82.27,43.8
6494,-87.06,45.92,-82.27,43.8
6495,-90.42,48.32,-83.44,45.08
6496,-90.42,48.32,-83.44,45.08
6497,-90.42,48.32,-82.13,41.69
6498,-87.2,44.22,-82.13,41.69
6499,-87.2,44.22,-82.13,41.69
6500,-96.86,47.48,-92.29,45.28
6501,-96.86,47.48,-92.29,45.28
6502,-97.22,49.38,-89.49,46.64
6503,-97.22,49.38,-89.49,46.64
6504,-96.85,45.59,-91.21,43.49
6505,-96.85,45.59,-91.21,43.49
6506,-89.97,35.01,-88.09,30.01
6507,-89.97,35.01,-88.09,30.01
6508,-91.65,35.01,-88.09,30.01
6509,-91.65,35.01,-89.37,31.0
6510,-91.65,35.01,-89.37,31.0
6511,-93.79,40.61,-91.41,36.48
6512,-91.97,40.61,-89.1,35.98
6513,-95.77,40.59,-93.48,36.48
6514,-116.07,49.01,-104.04,44.35
6515,-116.07,49.01,-104.04,44.35
6516,-104.06,43.01,-95.3,39.99
6517,-104.06,43.01,-95.3,39.99
6518,-118.19,41.0,-114.99,36.0
6519,-118.19,41.0,-114.99,36.0
6520,-117.01,42.0,-114.03,34.99
6521,-117.01,42.0,-114.03,34.99
6522,-120.0,42.0,-116.99,36.95
6523,-120.0,42.0,-116.99,36.95
6524,-72.56,45.31,-70.63,42.69
6525,-72.56,45.31,-70.63,42.69
6526,-75.6,41.36,-73.88,38.87
6527,-75.6,41.36,-73.88,38.87
6528,-107.73,37.0,-104.84,31.78
6529,-107.73,37.0,-104.84,31.78
6530,-105.72,37.0,-102.99,32.0
6531,-105.72,37.0,-102.99,32.0
6532,-109.06,37.0,-106.32,31.33
6533,-109.06,37.0,-106.32,31.33
6534,-77.75,44.41,-75.04,41.99
6535,-77.75,44.41,-75.04,41.99
6536,-75.87,45.02,-73.23,40.88
6537,-75.87,45.02,-73.23,40.88
6538,-74.26,41.3,-71.8,40.47
6539,-74.26,41.3,-71.8,40.47
6540,-79.77,43.64,-77.36,41.99
6541,-79.77,43.64,-77.36,41.99
6542,-84.33,36.59,-75.38,33.83
6543,-84.33,36.59,-75.38,33.83
6544,-104.07,49.01,-96.83,47.15
6545,-104.07,49.01,-96.83,47.15
6546,-104.05,47.83,-96.55,45.93
6547,-104.05,47.83,-96.55,45.93
6548,-84.81,42.33,-80.51,40.1
6549,-84.81,42.33,-80.51,40.1
6550,-84.83,40.36,-80.7,38.4
6551,-84.83,40.36,-80.7,38.4
6552,-103.0,37.01,-94.42,35.27
6553,-103.0,37.01,-94.42,35.27
6554,-100.0,35.57,-94.42,33.62
6555,-100.0,35.57,-94.42,33.62
6556,-124.6,46.26,-116.47,41.98
6557,-124.6,46.26,-116.47,41.98
6558,-124.17,46.26,-116.47,43.95
6559,-124.17,46.26,-116.47,43.95
6560,-124.6,44.56,-116.9,41.98
6561,-124.6,44.56,-116.9,41.98
6562,-80.53,42.53,-74.7,40.6
6563,-80.53,42.53,-74.7,40.6
6564,-80.53,41.18,-74.72,39.71
6565,-80.53,41.18,-74.72,39.71
6566,-67.97,18.57,-64.51,17.62
6567,-71.85,42.02,-71.08,41.13
6568,-71.85,42.02,-71.08,41.13
6569,-83.36,35.21,-78.52,32.05
6570,-83.36,35.21,-78.52,32.05
6571,-104.07,45.95,-96.45,44.14
6572,-104.07,45.95,-96.45,44.14
6573,-104.06,44.79,-96.43,42.48
6574,-104.06,44.79,-96.43,42.48
6575,-90.31,36.68,-81.65,34.98
6576,-90.31,36.68,-81.65,34.98
6577,-106.66,32.27,-93.5,29.78
6578,-106.66,32.27,-93.5,29.78
6579,-106.66,36.5,-93.5,25.83
6580,-106.66,36.5,-93.5,25.83
6581,-103.03,36.5,-99.99,34.3
6582,-103.03,36.5,-99.99,34.3
6583,-103.07,34.58,-94.0,31.72
6584,-103.07,34.58,-94.0,31.72
6585,-100.2,28.21,-96.85,25.83
6586,-100.2,28.21,-96.85,25.83
6587,-105.0,30.67,-93.76,27.78
6588,-105.0,30.67,-93.76,27.78
6589,-73.44,45.03,-71.5,42.72
6590,-73.44,45.03,-71.5,42.72
6591,-83.68,39.46,-75.31,36.54
6592,-80.06,39.46,-76.51,37.77
6593,-80.06,39.46,-76.51,37.77
6594,-83.68,38.28,-75.31,36.54
6595,-83.68,38.28,-75.31,36.54
6596,-124.79,49.05,-117.02,47.08
6597,-124.79,49.05,-117.02,47.08
6598,-124.4,47.61,-116.91,45.54
6599,-124.4,47.61,-116.91,45.54
6600,-81.76,40.64,-77.72,38.76
6601,-81.76,40.64,-77.72,38.76
6602,-82.65,39.17,-79.05,37.2
6603,-82.65,39.17,-79.05,37.2
6604,-92.89,45.8,-86.25,43.98
6605,-92.89,45.8,-86.25,43.98
6606,-92.89,47.31,-88.05,45.37
6607,-92.89,47.31,-88.05,45.37
6608,-91.43,44.33,-86.95,42.48
6609,-91.43,44.33,-86.95,42.48
6610,-92.89,47.31,-86.25,42.48
6611,-106.33,45.01,-104.05,40.99
6612,-106.33,45.01,-104.05,40.99
6613,-108.63,45.01,-106.0,40.99
6614,-108.63,45.01,-106.0,40.99
6615,-111.06,44.67,-109.04,40.99
6616,-111.06,44.67,-109.04,40.99
6617,-111.06,45.01,-107.5,40.99
6618,-111.06,45.01,-107.5,40.99
6619,-114.05,41.08,-109.04,38.49
6620,-114.04,42.01,-109.04,40.55
6621,-114.05,38.58,-109.04,36.99
6622,-79.85,62.62,-57.1,44.99
6623,-79.85,62.62,-57.1,44.99
6624,-79.85,62.62,-57.1,44.99
6625,-114.05,41.08,-109.04,38.49
6626,-114.04,42.01,-109.04,40.55
6627,-114.05,38.58,-109.04,36.99
6628,-156.1,20.33,-154.74,18.87
6629,-157.36,21.26,-155.93,20.45
6630,-158.33,21.75,-157.61,21.2
6631,-159.85,22.29,-159.23,21.81
6632,-160.3,22.07,-159.99,21.73
6633,-158.33,21.75,-157.61,21.2
6634,-160.3,22.29,-155.99,19.51
6635,-156.0,20.86,-154.74,18.87
6636,-170.88,-14.11,-168.09,-14.59
6637,144.58,13.7,145.01,13.18
6638,-170.88,-14.2,-170.51,-14.43
6639,144.58,13.7,145.01,13.18
6640,145.06,15.35,145.89,14.06
6641,-67.97,18.57,-65.19,17.87
6642,-65.09,18.44,-64.51,17.62
6643,-170.88,-14.2,-170.51,-14.43
6644,144.58,13.7,145.01,13.18
6646,38.79,37.39,48.61,29.06
6647,-141.01,86.46,-47.74,40.04
6649,-141.01,86.46,-47.74,40.04
6650,-141.01,72.53,-138.0,52.05
6651,-138.0,79.42,-132.0,48.06
6652,-132.0,80.93,-126.0,46.52
6653,-126.0,81.8,-120.0,48.13
6654,-120.0,83.5,-114.0,48.99
6655,-114.0,84.0,-108.0,48.99
6656,-108.0,84.0,-102.0,48.99
6657,-102.0,84.0,-96.0,48.99
6658,-96.0,84.0,-90.0,48.03
6659,-90.0,84.0,-84.0,46.11
6660,-84.0,84.0,-78.0,41.67
6661,-78.0,84.0,-72.0,43.63
6662,-72.0,84.0,-66.0,40.8
6663,-66.0,84.0,-60.0,40.04
6664,-60.0,84.0,-54.0,40.57
6665,-54.0,57.65,-48.0,43.27
6666,122.38,46.05,157.65,17.09
6667,122.38,46.05,157.65,17.09
6668,122.38,46.05,157.65,17.09
6669,128.17,34.74,130.46,26.96
6670,129.76,33.99,132.05,30.18
6671,130.81,36.38,133.49,33.72
6672,131.95,34.45,134.81,32.69
6673,133.13,35.71,135.47,34.13
6674,134.86,36.33,136.99,33.4
6675,136.22,37.58,137.84,34.51
6676,137.32,38.58,139.91,34.54
6677,138.4,37.98,141.11,29.31
6678,139.49,41.58,142.14,37.73
6679,139.34,43.42,141.46,41.34
6680,140.89,45.54,143.61,42.15
6681,142.61,44.4,145.87,41.87
6682,141.2,27.8,142.33,24.67
6683,126.63,26.91,128.4,26.02
6684,122.83,24.94,125.51,23.98
6685,131.12,26.01,131.38,24.4
6686,136.02,20.48,136.16,20.37
6687,153.91,24.35,154.05,24.22
6688,122.38,29.71,126.0,21.1
6689,126.0,38.63,132.0,21.12
6690,132.0,43.55,138.0,17.09
6691,138.0,46.05,144.0,17.63
6692,144.0,45.65,147.86,23.03
6693,139.7,45.54,145.87,41.34
6694,129.3,45.54,145.87,30.94
6695,129.3,45.54,145.87,30.94
6696,129.3,45.54,145.87,30.94
6697,129.3,45.54,145.87,30.94
6700,139.7,45.54,145.87,41.34
6703,-63.01,-47.68,-56.99,-56.25
6704,5.93,47.1,18.99,34.76
6705,5.93,47.1,18.99,34.76
6706,5.93,47.1,18.99,34.76
6707,5.94,47.04,12.0,36.53
6708,12.0,47.1,18.0,34.79
6709,17.99,41.64,18.99,34.76
6715,105.48,-10.36,105.77,-10.63
6720,105.48,-10.36,105.77,-10.63
6721,105.48,-10.36,105.77,-10.63
6722,96.76,-11.76,96.99,-12.27
6723,96.76,-11.76,96.99,-12.27
6732,62.92,-53.43,66.0,-57.5
6733,66.0,-51.18,72.01,-58.96
6734,72.0,-49.5,78.01,-59.02
6735,78.0,-50.65,83.57,-58.47
6736,93.41,-8.57,96.01,-15.46
6737,96.0,-8.47,100.34,-15.56
6738,168.0,-25.61,173.35,-32.48
6781,167.65,74.71,-63.88,14.92
6782,167.65,74.71,-63.88,14.92
6783,167.65,74.71,-63.88,14.92
6784,-118.28,45.21,-117.4,44.57
6785,-118.28,45.21,-117.4,44.57
6786,-118.28,45.21,-117.4,44.57
6787,-118.28,45.21,-117.4,44.57
6788,-122.4,44.04,-120.87,41.98
6789,-122.4,44.04,-120.87,41.98
6790,-122.4,44.04,-120.87,41.98
6791,-122.4,44.04,-120.87,41.98
6792,-121.9,44.81,-120.54,43.77
6793,-121.9,44.81,-120.54,43.77
6794,-121.9,44.81,-120.54,43.77
6795,-121.9,44.81,-120.54,43.77
6796,-121.08,43.96,-118.5,43.25
6797,-121.08,43.96,-118.5,43.25
6798,-121.08,43.96,-118.5,43.25
6799,-121.08,43.96,-118.5,43.25
6800,-123.63,42.99,-123.07,42.56
6801,-123.63,42.99,-123.07,42.56
6802,-123.63,42.99,-123.07,42.56
6803,-123.63,42.99,-123.07,42.56
6804,-122.27,46.0,-118.92,45.5
6805,-122.27,46.0,-118.92,45.5
6806,-122.27,46.0,-118.92,45.5
6807,-122.27,46.0,-118.92,45.5
6808,-124.03,46.26,-121.68,45.29
6809,-124.03,46.26,-121.68,45.29
6810,-124.03,46.26,-121.68,45.29
6811,-124.03,46.26,-121.68,45.29
6812,-123.97,43.89,-122.63,42.89
6813,-123.97,43.89,-122.63,42.89
6814,-123.97,43.89,-122.63,42.89
6815,-123.97,43.89,-122.63,42.89
6816,-121.85,45.56,-120.48,44.63
6817,-121.85,45.56,-120.48,44.63
6818,-121.85,45.56,-120.48,44.63
6819,-121.85,45.56,-120.48,44.63
6820,-123.81,44.73,-122.46,43.75
6821,-123.81,44.73,-122.46,43.75
6822,-123.81,44.73,-122.46,43.75
6823,-123.81,44.73,-122.46,43.75
6824,-123.86,42.8,-122.45,41.99
6825,-123.86,42.8,-122.45,41.99
6826,-123.86,42.8,-122.45,41.99
6827,-123.86,42.8,-122.45,41.99
6828,-122.39,45.55,-121.79,45.02
6829,-122.39,45.55,-121.79,45.02
6830,-122.39,45.55,-121.79,45.02
6831,-122.39,45.55,-121.79,45.02
6832,-118.21,45.85,-117.16,45.14
6833,-118.21,45.85,-117.16,45.14
6834,-118.21,45.85,-117.16,45.14
6835,-118.21,45.85,-117.16,45.14
6836,-117.82,44.44,-116.9,43.45
6837,-117.82,44.44,-116.9,43.45
6838,-117.82,44.44,-116.9,43.45
6839,-117.82,44.44,-116.9,43.45
6840,-124.6,46.26,-123.46,41.99
6841,-124.6,46.26,-123.46,41.99
6842,-124.6,46.26,-123.46,41.99
6843,-124.6,46.26,-123.46,41.99
6844,-119.79,46.01,-118.4,45.39
6845,-119.79,46.01,-118.4,45.39
6846,-119.79,46.01,-118.4,45.39
6847,-119.79,46.01,-118.4,45.39
6848,-118.65,45.65,-118.1,45.16
6849,-118.65,45.65,-118.1,45.16
6850,-118.65,45.65,-118.1,45.16
6851,-118.65,45.65,-118.1,45.16
6852,-123.47,45.9,-122.19,45.12
6853,-123.47,45.9,-122.19,45.12
6854,-123.47,45.9,-122.19,45.12
6855,-123.47,45.9,-122.19,45.12
6856,-123.73,45.31,-122.35,44.46
6857,-123.73,45.31,-122.35,44.46
6858,-123.73,45.31,-122.35,44.46
6859,-123.73,45.31,-122.35,44.46
6860,-122.54,44.65,-121.74,44.15
6861,-122.54,44.65,-121.74,44.15
6862,-122.54,44.65,-121.74,44.15
6863,-122.54,44.65,-121.74,44.15
6867,-124.6,46.26,-116.47,41.98
6868,-124.6,46.26,-116.47,41.98
